Date	AAPL	BA	T	MGM	AMZN	IBM	TSLA	GOOG	sp500
5/24/2016	97.900002	127.5	38.5	22.67	704.200012	148.309998	217.910004	720.090027	2076.060059
5/25/2016	99.620003	128.860001	38.619999	22.799999	708.349976	151.690002	219.580002	725.27002	2090.540039
5/26/2016	100.410004	129.309998	38.84	22.51	714.909973	152.440002	225.119995	724.119995	2090.100098
5/27/2016	100.349998	129.220001	38.990002	22.93	712.23999	152.839996	223.039993	732.659973	2099.060059
5/31/2016	99.860001	126.150002	39.150002	22.85	722.789978	153.740005	223.229996	735.719971	2096.949951
6/1/2016	98.459999	126.410004	38.73	23.42	719.440002	152.509995	219.559998	734.150024	2099.330078
6/2/2016	97.720001	126.849998	38.84	24.1	728.23999	153.5	218.960007	730.400024	2105.26001
6/3/2016	97.919998	127.379997	39.209999	24.059999	725.539978	152.889999	218.990005	722.340027	2099.129883
6/6/2016	98.629997	131.899994	39.34	24.4	726.72998	152.729996	220.679993	716.549988	2109.409912
6/7/2016	99.029999	131.929993	39.790001	24.65	723.73999	153.330002	232.339996	716.650024	2112.129883
6/8/2016	98.940002	133	39.860001	24.969999	726.640015	154	235.520004	728.280029	2119.120117
6/9/2016	99.650002	133.100006	40.09	25.09	727.650024	153.419998	229.360001	728.580017	2115.47998
6/10/2016	98.830002	131.139999	40.330002	24.549999	717.909973	152.369995	218.789993	719.409973	2096.070068
6/13/2016	97.339996	129.919998	40.189999	24.120001	715.23999	151.279999	217.869995	718.359985	2079.060059
6/14/2016	97.459999	130.5	40.380001	24.049999	719.299988	151.059998	214.960007	718.27002	2075.320068
6/15/2016	97.139999	130.160004	40.290001	24.52	714.26001	150.679993	217.699997	718.919983	2071.5
6/16/2016	97.550003	129.369995	40.490002	24.16	717.51001	151.059998	217.929993	710.359985	2077.98999
6/17/2016	95.330002	129.820007	40.73	24.610001	706.390015	151.990005	215.470001	691.719971	2071.219971
6/20/2016	95.099998	132.75	40.779999	24.280001	714.01001	153.610001	219.699997	693.710022	2083.25
6/21/2016	95.910004	131.520004	41.07	24.530001	715.820007	154.050003	219.610001	695.940002	2088.899902
6/22/2016	95.550003	131.770004	41.299999	24.32	710.599976	152.919998	196.660004	697.460022	2085.449951
6/23/2016	96.099998	133.550003	41.880001	24.48	722.080017	155.350006	196.399994	701.869995	2113.320068
6/24/2016	93.400002	126.519997	41.52	22.91	698.960022	146.589996	193.149994	675.219971	2037.410034
6/27/2016	92.040001	122.699997	42.029999	21.540001	691.359985	143.5	198.550003	668.26001	2000.540039
6/28/2016	93.589996	123.889999	42.02	22.09	707.950012	145.699997	201.789993	680.039978	2036.089966
6/29/2016	94.400002	126.989998	42.540001	22.74	715.599976	148.460007	210.190002	684.109985	2070.77002
6/30/2016	95.599998	129.869995	43.209999	22.629999	715.619995	151.779999	212.279999	692.099976	2098.860107
7/1/2016	95.889999	129.690002	43.470001	22.780001	725.679993	152.350006	216.5	699.210022	2102.949951
7/5/2016	94.989998	126.970001	43.349998	22.549999	728.099976	151.679993	213.979996	694.950012	2088.550049
7/6/2016	95.529999	126.959999	43.099998	22.950001	737.609985	152.369995	214.440002	697.77002	2099.72998
7/7/2016	95.940002	127.169998	42.299999	22.98	736.570007	152.600006	215.940002	695.359985	2097.899902
7/8/2016	96.68	130.089996	42.610001	22.959999	745.809998	154.460007	216.779999	705.630005	2129.899902
7/11/2016	96.980003	132.039993	42.509998	22.99	753.780029	155.330002	224.779999	715.090027	2137.159912
7/12/2016	97.419998	130.809998	42.41	23.27	748.210022	157.039993	224.649994	720.640015	2152.139893
7/13/2016	96.870003	130.110001	42.59	23.129999	742.630005	158.020004	222.529999	716.97998	2152.429932
7/14/2016	98.790001	131.550003	42.77	23.290001	741.200012	160.279999	221.529999	720.950012	2163.75
7/15/2016	98.779999	132.389999	42.889999	23.34	735.440002	159.779999	220.399994	719.849976	2161.73999
7/18/2016	99.830002	133.429993	42.849998	23.389999	736.070007	159.860001	226.25	733.780029	2166.889893
7/19/2016	99.870003	134.660004	42.77	23.15	739.950012	159.580002	225.259995	736.960022	2163.780029
7/20/2016	99.959999	134.720001	42.709999	23.5	745.719971	161.360001	228.360001	741.190002	2173.02002
7/21/2016	99.43	133.529999	42.52	23.17	744.429993	160.449997	220.5	738.630005	2165.169922
7/22/2016	98.660004	133.470001	43.110001	23.190001	744.859985	162.070007	222.270004	742.73999	2175.030029
7/25/2016	97.339996	132.940002	42.939999	23.32	739.609985	162.649994	230.009995	739.77002	2168.47998
7/26/2016	96.669998	134.850006	42.380001	24.01	735.590027	162.119995	229.509995	738.419983	2169.179932
7/27/2016	102.949997	135.960007	42.759998	23.82	736.669983	161.830002	228.490005	741.77002	2166.580078
7/28/2016	104.339996	133.009995	42.580002	24.23	752.609985	161.369995	230.610001	745.909973	2170.060059
7/29/2016	104.209999	133.660004	43.290001	23.98	758.809998	160.619995	234.789993	768.789978	2173.600098
8/1/2016	106.050003	133.210007	43.18	23.959999	767.73999	161.449997	230.009995	772.880005	2170.840088
8/2/2016	104.480003	131.600006	43.16	23.799999	760.580017	160.580002	227.199997	771.070007	2157.030029
8/3/2016	105.790001	131.869995	43.139999	23.780001	754.640015	160.669998	225.789993	773.179993	2163.790039
8/4/2016	105.870003	131.210007	43.080002	24.059999	760.77002	161.550003	230.610001	771.609985	2164.25
8/5/2016	107.480003	131.729996	43.16	24.450001	765.97998	163.5	230.029999	782.219971	2182.870117
8/8/2016	108.370003	132.190002	42.93	24.639999	766.559998	162.039993	226.160004	781.76001	2180.889893
8/9/2016	108.809998	132.619995	43.080002	24.9	768.309998	161.770004	229.080002	784.26001	2181.73999
8/10/2016	108	132.279999	43.200001	24.629999	768.559998	162.080002	225.649994	784.679993	2175.48999
8/11/2016	107.93	133	43.389999	24.889999	771.23999	163.529999	224.910004	784.849976	2185.790039
8/12/2016	108.18	133.100006	43.279999	24.5	772.559998	161.949997	225.610001	783.219971	2184.050049
8/15/2016	109.480003	134.660004	43.02	24.84	768.48999	161.880005	225.589996	782.440002	2190.149902
8/16/2016	109.379997	135	41.959999	24.49	764.039978	160.699997	223.610001	777.140015	2178.149902
8/17/2016	109.220001	134.720001	41.860001	24.43	764.630005	160.440002	223.240005	779.909973	2182.219971
8/18/2016	109.080002	135	41.400002	24.360001	764.460022	161.360001	223.509995	777.5	2187.02002
8/19/2016	109.360001	134.440002	41.009998	24.16	757.309998	160.039993	225	775.419983	2183.870117
8/22/2016	108.510002	134.990005	40.91	24.23	759.47998	160	222.929993	772.150024	2182.639893
8/23/2016	108.849998	134.139999	40.849998	24.309999	762.450012	160.259995	224.839996	772.080017	2186.899902
8/24/2016	108.029999	133.289993	40.869999	23.549999	757.25	159.050003	222.619995	769.640015	2175.439941
8/25/2016	107.57	132.979996	41.07	23.66	759.219971	158.630005	220.960007	769.409973	2172.469971
8/26/2016	106.940002	132.229996	40.68	23.76	769	158.320007	219.990005	769.539978	2169.040039
8/29/2016	106.82	132.899994	41	23.76	771.289978	159.720001	215.199997	772.150024	2180.379883
8/30/2016	106	130.809998	40.889999	23.809999	767.580017	159.399994	211.339996	769.090027	2176.120117
8/31/2016	106.099998	129.449997	40.880001	23.889999	769.159973	158.880005	212.009995	767.049988	2170.949951
9/1/2016	106.730003	129.899994	40.959999	24.65	770.619995	159.539993	200.770004	768.780029	2170.860107
9/2/2016	107.730003	131.160004	40.950001	24.58	772.440002	159.550003	197.779999	771.460022	2179.97998
9/6/2016	107.699997	132.990005	41.23	24.719999	788.869995	160.350006	202.830002	780.080017	2186.47998
9/7/2016	108.360001	132.639999	41.27	25.17	784.47998	161.639999	201.710007	780.349976	2186.159912
9/8/2016	105.519997	132.899994	41.189999	25.299999	784.059998	159	197.360001	775.320007	2181.300049
9/9/2016	103.129997	128.529999	39.709999	24.76	760.140015	155.690002	194.470001	759.659973	2127.810059
9/12/2016	105.440002	130.119995	40.709999	25.08	771.48999	158.289993	198.300003	769.02002	2159.040039
9/13/2016	107.949997	128.759995	39.970001	24.860001	761.01001	155.809998	196.050003	759.690002	2127.02002
9/14/2016	111.769997	127.669998	39.889999	25.219999	761.090027	154.050003	196.410004	762.48999	2125.77002
9/15/2016	115.57	127.769997	40.450001	25.540001	769.690002	155.660004	200.419998	771.76001	2147.26001
9/16/2016	114.919998	126.699997	40.200001	25.440001	778.52002	153.839996	205.399994	768.880005	2139.159912
9/19/2016	113.580002	127.480003	40.060001	24.940001	775.099976	154.869995	206.339996	765.700012	2139.120117
9/20/2016	113.57	127.790001	39.959999	24.969999	780.219971	154.449997	204.639999	771.409973	2139.76001
9/21/2016	113.550003	130.559998	40.57	25.08	789.73999	155.529999	205.220001	776.219971	2163.120117
9/22/2016	114.620003	131.869995	41.110001	25.790001	804.700012	156.110001	206.429993	787.210022	2177.179932
9/23/2016	112.709999	131.779999	41.279999	25.65	805.75	154.979996	207.449997	786.900024	2164.689941
9/26/2016	112.879997	130.570007	41.139999	25.360001	799.159973	153.979996	208.990005	774.210022	2146.100098
9/27/2016	113.089996	131.320007	41.459999	25.57	816.109985	156.770004	205.809998	783.01001	2159.929932
9/28/2016	113.949997	132.229996	40.849998	26.35	828.719971	158.289993	206.270004	781.559998	2171.370117
9/29/2016	112.18	131.029999	40.73	25.85	829.049988	158.110001	200.699997	775.01001	2151.129883
9/30/2016	113.050003	131.740005	40.610001	26.030001	837.309998	158.850006	204.029999	777.289978	2168.27002
10/3/2016	112.519997	132.380005	40.77	26.190001	836.73999	157.610001	213.699997	772.559998	2161.199951
10/4/2016	113	132.25	39.900002	26.23	834.030029	156.460007	211.410004	776.429993	2150.48999
10/5/2016	113.050003	134.660004	39.16	26.639999	844.359985	157.080002	208.460007	776.469971	2159.72998
10/6/2016	113.889999	134.419998	39.110001	26.799999	841.659973	156.880005	201	776.859985	2160.77002
10/7/2016	114.059998	133.850006	38.869999	26.42	839.429993	155.669998	196.610001	775.080017	2153.73999
10/10/2016	116.050003	135.839996	39.009998	26.790001	841.710022	157.020004	200.949997	785.940002	2163.659912
10/11/2016	116.300003	133.740005	39.099998	26.549999	831	154.789993	200.100006	783.070007	2136.72998
10/12/2016	117.339996	133.160004	39.330002	26.33	834.090027	154.289993	201.509995	786.140015	2139.179932
10/13/2016	116.980003	133.380005	39.369999	26.059999	829.280029	153.720001	200.240005	778.190002	2132.550049
10/14/2016	117.629997	133.5	39.220001	25.75	822.960022	154.449997	196.509995	778.530029	2132.97998
10/17/2016	117.550003	134	39.27	25.98	812.950012	154.770004	193.960007	779.960022	2126.5
10/18/2016	117.470001	135.100006	39.360001	25.860001	817.650024	150.720001	199.100006	795.26001	2139.600098
10/19/2016	117.120003	136.179993	39.380001	26.09	817.690002	151.259995	203.559998	801.5	2144.290039
10/20/2016	117.059998	135.839996	38.650002	26.120001	810.320007	151.520004	199.100006	796.969971	2141.340088
10/21/2016	116.599998	135.630005	37.490002	26.1	818.98999	149.630005	200.089996	799.369995	2141.159912
10/24/2016	117.650002	137.449997	36.860001	26.280001	838.090027	150.570007	202.759995	813.109985	2151.330078
10/25/2016	118.25	139.020004	36.700001	26.08	835.179993	150.880005	202.339996	807.669983	2143.159912
10/26/2016	115.589996	145.539993	36.43	26.129999	822.590027	151.809998	202.240005	799.070007	2139.429932
10/27/2016	114.480003	143.309998	36.52	25.98	818.359985	153.350006	204.009995	795.349976	2133.040039
10/28/2016	113.720001	143.009995	36.509998	26.07	776.320007	152.610001	199.970001	795.369995	2126.409912
10/31/2016	113.540001	142.429993	36.790001	26.17	789.820007	153.690002	197.729996	784.539978	2126.149902
11/1/2016	111.489998	142.410004	36.560001	26.4	785.409973	152.789993	190.789993	783.609985	2111.719971
11/2/2016	111.589996	140.75	36.369999	25.940001	765.559998	151.949997	188.020004	768.700012	2097.939941
11/3/2016	109.830002	140.020004	36.630001	25.77	767.030029	152.369995	187.419998	762.130005	2088.659912
11/4/2016	108.839996	139.539993	36.5	26.41	755.049988	152.429993	190.559998	762.02002	2085.179932
11/7/2016	110.410004	143.029999	36.810001	27.18	784.929993	155.720001	193.210007	782.52002	2131.52002
11/8/2016	111.059998	142.199997	36.990002	28	787.75	155.169998	194.940002	790.51001	2139.560059
11/9/2016	110.879997	145.089996	37.439999	28.32	771.880005	154.809998	190.059998	785.309998	2163.26001
11/10/2016	107.790001	147.690002	36.57	27.870001	742.380005	160.220001	185.350006	762.559998	2167.47998
11/11/2016	108.43	148.520004	36.509998	27.5	739.01001	161.270004	188.559998	754.02002	2164.449951
11/14/2016	105.709999	149.990005	36.130001	27.370001	719.070007	158.210007	181.449997	736.080017	2164.199951
11/15/2016	107.110001	148.110001	36.77	27.83	743.23999	158.669998	183.770004	758.48999	2180.389893
11/16/2016	109.989998	146.440002	37.150002	27.709999	746.48999	159.289993	183.929993	764.47998	2176.939941
11/17/2016	109.949997	145.330002	37.41	28.030001	756.400024	159.800003	188.660004	771.22998	2187.120117
11/18/2016	110.059998	146.350006	37.560001	28.43	760.159973	160.389999	185.020004	760.539978	2181.899902
11/21/2016	111.730003	147.020004	37.740002	28.969999	780	162.770004	184.520004	769.200012	2198.179932
11/22/2016	111.800003	149.520004	38.549999	28.709999	785.330017	162.669998	191.169998	768.27002	2202.939941
11/23/2016	111.230003	149.740005	38.73	28.469999	780.119995	161.979996	193.139999	760.98999	2204.719971
11/25/2016	111.790001	150.039993	39.209999	28.67	780.369995	163.139999	196.649994	761.679993	2213.350098
11/28/2016	111.57	149.770004	39.540001	28.73	766.77002	164.520004	196.119995	768.23999	2201.719971
11/29/2016	111.459999	151.639999	39.48	28.870001	762.52002	163.529999	189.570007	770.840027	2204.659912
11/30/2016	110.519997	150.559998	38.630001	28.709999	750.570007	162.220001	189.399994	758.039978	2198.810059
12/1/2016	109.489998	152.389999	38.880001	28.52	743.650024	159.820007	181.880005	747.919983	2191.080078
12/2/2016	109.900002	152.25	38.610001	29.01	740.340027	160.020004	181.470001	750.5	2191.949951
12/5/2016	109.110001	152.160004	38.630001	28.969999	759.359985	159.839996	186.800003	762.52002	2204.709961
12/6/2016	109.949997	152.240005	39.349998	29.629999	764.719971	160.350006	185.850006	759.109985	2212.22998
12/7/2016	111.029999	154.139999	40.450001	29.950001	770.419983	164.789993	193.149994	771.190002	2241.350098
12/8/2016	112.120003	155.389999	40.41	28.65	767.330017	165.360001	192.289993	776.419983	2246.189941
12/9/2016	113.949997	156.490005	40.380001	29.27	768.659973	166.520004	192.179993	789.289978	2259.530029
12/12/2016	113.300003	157.160004	41.119999	29.190001	760.119995	165.5	192.429993	789.27002	2256.959961
12/13/2016	115.190002	156.660004	41.360001	29.790001	774.340027	168.289993	198.149994	796.099976	2271.719971
12/14/2016	115.190002	154.470001	41.099998	29.719999	768.820007	168.509995	198.690002	797.070007	2253.280029
12/15/2016	115.82	153.770004	41.5	28.969999	761	168.020004	197.580002	797.849976	2262.030029
12/16/2016	115.970001	154.5	41.669998	28.860001	757.77002	166.729996	202.490005	790.799988	2258.070068
12/19/2016	116.639999	156.179993	42.119999	28.59	766	166.679993	202.729996	794.200012	2262.530029
12/20/2016	116.949997	156.389999	42.470001	28.629999	771.219971	167.600006	208.789993	796.419983	2270.76001
12/21/2016	117.059998	157.479996	42.360001	29.280001	770.599976	167.330002	207.699997	794.559998	2265.179932
12/22/2016	116.290001	157.460007	42.720001	29.33	766.340027	167.059998	208.449997	791.26001	2260.959961
12/23/2016	116.519997	157.809998	42.73	29.360001	760.590027	166.710007	213.339996	789.909973	2263.790039
12/27/2016	117.260002	157.479996	42.650002	29.01	771.400024	167.139999	219.529999	791.549988	2268.879883
12/28/2016	116.760002	156.100006	42.52	28.719999	772.130005	166.190002	219.740005	785.049988	2249.919922
12/29/2016	116.730003	155.690002	42.66	28.5	765.150024	166.600006	214.679993	782.789978	2249.26001
12/30/2016	115.82	155.679993	42.529999	28.83	749.869995	165.990005	213.690002	771.820007	2238.830078
1/3/2017	116.150002	156.970001	43.02	29.48	753.669983	167.190002	216.990005	786.140015	2257.830078
1/4/2017	116.019997	158.619995	42.77	29.459999	757.179993	169.259995	226.990005	786.900024	2270.75
1/5/2017	116.610001	158.710007	42.650002	29.370001	780.450012	168.699997	226.75	794.02002	2269
1/6/2017	117.910004	159.100006	41.32	29.52	795.98999	169.529999	229.009995	806.150024	2276.97998
1/9/2017	118.989998	158.320007	40.799999	29.16	796.919983	167.649994	231.279999	806.650024	2268.899902
1/10/2017	119.110001	159.070007	40.810001	29.620001	795.900024	165.520004	229.869995	804.789978	2268.899902
1/11/2017	119.75	159.399994	40.610001	29.030001	799.02002	167.75	229.729996	807.909973	2275.320068
1/12/2017	119.25	158.289993	41.009998	28.629999	813.640015	167.949997	229.589996	806.359985	2270.439941
1/13/2017	119.040001	158.830002	40.959999	28.620001	817.140015	167.339996	237.75	807.880005	2274.639893
1/17/2017	120	157.669998	41.110001	28.66	809.719971	167.889999	235.580002	804.609985	2267.889893
1/18/2017	119.989998	158.320007	40.799999	28.610001	807.47998	166.800003	238.360001	806.070007	2271.889893
1/19/2017	119.779999	159	41	28.690001	809.039978	166.809998	243.759995	802.174988	2263.689941
1/20/2017	120	159.529999	41.450001	28.74	808.330017	170.550003	244.729996	805.02002	2271.310059
1/23/2017	120.080002	157.839996	42	28.5	817.880005	171.029999	248.919998	819.309998	2265.199951
1/24/2017	119.970001	160.550003	41.360001	29.01	822.440002	175.899994	254.610001	823.869995	2280.070068
1/25/2017	121.879997	167.360001	41.389999	29.6	836.52002	178.289993	254.470001	835.669983	2298.370117
1/26/2017	121.940002	169.119995	41.77	29.48	839.150024	178.660004	252.509995	832.150024	2296.679932
1/27/2017	121.949997	167.699997	42.009998	29.790001	835.77002	177.300003	252.949997	823.309998	2294.689941
1/30/2017	121.629997	165.570007	41.82	29.110001	830.380005	175.800003	250.630005	802.320007	2280.899902
1/31/2017	121.349998	163.419998	42.16	28.799999	823.47998	174.520004	251.929993	796.789978	2278.870117
2/1/2017	128.75	163.970001	42.060001	28.559999	832.349976	174.289993	249.240005	795.695007	2279.550049
2/2/2017	128.529999	162.259995	41.18	28.799999	839.950012	174.580002	251.550003	798.530029	2280.850098
2/3/2017	129.080002	162.399994	41.25	28.860001	810.200012	175.820007	251.330002	801.48999	2297.419922
2/6/2017	130.289993	163.979996	41.060001	29.049999	807.640015	175.860001	257.769989	801.340027	2292.560059
2/7/2017	131.529999	166.5	41.119999	28.559999	812.5	178.460007	257.480011	806.969971	2293.080078
2/8/2017	132.039993	163.809998	41.209999	28.639999	819.710022	176.169998	262.079987	808.380005	2294.669922
2/9/2017	132.419998	164.279999	41.310001	28.620001	821.359985	177.210007	269.200012	809.559998	2307.870117
2/10/2017	132.119995	166.229996	41.380001	28.530001	827.460022	178.679993	269.230011	813.669983	2316.100098
2/13/2017	133.289993	168.029999	40.650002	29.16	836.530029	179.360001	280.600006	819.23999	2328.25
2/14/2017	135.020004	168.5	40.75	28.65	836.390015	180.130005	280.980011	820.450012	2337.580078
2/15/2017	135.509995	169.300003	41.119999	29.6	842.700012	181.679993	279.76001	818.97998	2349.25
2/16/2017	135.350006	170.809998	41.25	26.860001	844.140015	181.429993	268.950012	824.159973	2347.219971
2/17/2017	135.720001	172.710007	41.48	26.6	845.070007	180.669998	272.230011	828.070007	2351.159912
2/21/2017	136.699997	175.559998	41.73	26.950001	856.440002	180.259995	277.390015	831.659973	2365.379883
2/22/2017	137.110001	175.360001	41.59	26.459999	855.609985	181.149994	273.51001	830.76001	2362.820068
2/23/2017	136.529999	176.860001	41.950001	26.18	852.190002	181.649994	255.990005	831.330017	2363.810059
2/24/2017	136.660004	177.440002	42.360001	26.389999	845.23999	181.350006	257	828.640015	2367.340088
2/27/2017	136.929993	179.429993	41.82	26.469999	848.640015	179.399994	246.229996	829.280029	2369.75
2/28/2017	136.990005	180.229996	41.790001	26.290001	845.039978	179.820007	249.990005	823.210022	2363.639893
3/1/2017	139.789993	183.910004	42.040001	26.83	853.080017	181.949997	250.020004	835.23999	2395.959961
3/2/2017	138.960007	182.990005	42.07	26.309999	848.909973	180.529999	250.479996	830.630005	2381.919922
3/3/2017	139.779999	182.179993	42.009998	26.459999	849.880005	180.050003	251.570007	829.080017	2383.120117
3/6/2017	139.339996	180.929993	41.959999	26.549999	846.609985	180.470001	251.210007	827.780029	2375.310059
3/7/2017	139.520004	182.020004	41.880001	25.74	846.02002	180.380005	248.589996	831.909973	2368.389893
3/8/2017	139	181.740005	41.77	25.68	850.5	179.449997	246.869995	835.369995	2362.97998
3/9/2017	138.679993	180.570007	41.939999	25.43	853	177.179993	244.899994	838.679993	2364.870117
3/10/2017	139.139999	178.699997	42.349998	25.5	852.460022	177.830002	243.690002	843.25	2372.600098
3/13/2017	139.199997	179.050003	42.369999	25.950001	854.590027	176.460007	246.169998	845.539978	2373.469971
3/14/2017	138.990005	178.729996	42.09	26.35	852.530029	175.720001	258	845.619995	2365.449951
3/15/2017	140.460007	178.710007	42.59	26.82	852.969971	175.809998	255.729996	847.200012	2385.26001
3/16/2017	140.690002	178.190002	42.439999	26.790001	853.419983	177.240005	262.049988	848.780029	2381.379883
3/17/2017	139.990005	180.100006	42.610001	27.58	852.309998	175.649994	261.5	852.119995	2378.25
3/20/2017	141.460007	179.389999	42.419998	26.620001	856.969971	175.699997	261.920013	848.400024	2373.469971
3/21/2017	139.839996	175.960007	42.080002	26.129999	843.200012	173.880005	250.679993	830.460022	2344.02002
3/22/2017	141.419998	176.979996	41.650002	26.030001	848.059998	174.779999	255.009995	829.590027	2348.449951
3/23/2017	140.919998	177.259995	41.650002	25.92	847.380005	174.820007	254.779999	817.580017	2345.959961
3/24/2017	140.639999	175.820007	41.68	25.709999	845.609985	173.830002	263.160004	814.429993	2343.97998
3/27/2017	140.880005	176.100006	41.490002	26.58	846.820007	173.770004	270.220001	819.51001	2341.590088
3/28/2017	143.800003	177.360001	41.560001	27.17	856	174.509995	277.450012	820.919983	2358.570068
3/29/2017	144.119995	177.630005	41.450001	27.290001	874.320007	173.940002	277.380005	831.409973	2361.129883
3/30/2017	143.929993	177.979996	41.759998	27.33	876.340027	173.860001	277.920013	831.5	2368.060059
3/31/2017	143.660004	176.860001	41.549999	27.4	886.539978	174.139999	278.299988	829.559998	2362.719971
4/3/2017	143.699997	176.649994	41.57	27.75	891.51001	174.5	298.519989	838.549988	2358.840088
4/4/2017	144.770004	178.699997	41.689999	27.82	906.830017	174.520004	303.700012	834.570007	2360.159912
4/5/2017	144.020004	177.080002	41.509998	27.6	909.280029	172.880005	295	831.409973	2352.949951
4/6/2017	143.660004	177.369995	40.599998	28.43	898.280029	172.449997	298.700012	827.880005	2357.48999
4/7/2017	143.339996	178.850006	40.59	28.110001	894.880005	172.139999	302.540009	824.669983	2355.540039
4/10/2017	143.169998	177.559998	40.380001	27.77	907.039978	171.199997	312.390015	824.72998	2357.159912
4/11/2017	141.630005	178.570007	40.310001	27.709999	902.359985	170.580002	308.709991	823.349976	2353.780029
4/12/2017	141.800003	176.050003	40.560001	27.57	896.22998	170.660004	296.839996	824.320007	2344.929932
4/13/2017	141.050003	175.619995	40.279999	27.190001	884.669983	169.529999	304	823.559998	2328.949951
4/17/2017	141.830002	179.020004	40.299999	27.120001	901.98999	171.100006	301.440002	837.169983	2349.01001
4/18/2017	141.199997	177.850006	40.25	27.75	903.780029	170.050003	300.25	836.820007	2342.189941
4/19/2017	140.679993	178.399994	40.25	28.02	899.200012	161.690002	305.519989	838.210022	2338.169922
4/20/2017	142.440002	179.300003	40.360001	28.459999	902.059998	162.300003	302.51001	841.650024	2355.840088
4/21/2017	142.270004	180.380005	39.93	28.41	898.530029	160.380005	305.600006	843.190002	2348.689941
4/24/2017	143.639999	182.059998	40.02	29	907.409973	160.75	308.029999	862.76001	2374.149902
4/25/2017	144.529999	183.509995	39.939999	29.35	907.619995	160.389999	313.790009	872.299988	2388.610107
4/26/2017	143.679993	181.710007	40.439999	29.790001	909.289978	160.059998	310.170013	871.72998	2387.449951
4/27/2017	143.789993	183.220001	39.91	31.01	918.380005	160.320007	308.630005	874.25	2388.77002
4/28/2017	143.649994	184.830002	39.630001	30.709999	924.98999	160.289993	314.070007	905.960022	2384.199951
5/1/2017	146.580002	182.389999	39.099998	30.969999	948.22998	158.839996	322.829987	912.570007	2388.330078
5/2/2017	147.509995	183.440002	38.950001	30.959999	946.940002	159.100006	318.890015	916.440002	2391.169922
5/3/2017	147.059998	183.389999	38.400002	31.110001	941.030029	158.630005	311.019989	927.039978	2388.129883
5/4/2017	146.529999	183.070007	38.009998	30.719999	937.530029	159.050003	295.459991	931.659973	2389.52002
5/5/2017	148.960007	185.009995	38.560001	30.85	934.150024	155.050003	308.350006	927.130005	2399.290039
5/8/2017	153.009995	186.020004	38.57	30.42	949.039978	153.029999	307.190002	934.299988	2399.379883
5/9/2017	153.990005	186.910004	38.220001	30.959999	952.820007	152.110001	321.26001	932.169983	2396.919922
5/10/2017	153.259995	183.179993	38.450001	31.23	948.950012	151.25	325.220001	928.780029	2399.629883
5/11/2017	153.949997	183.940002	38.439999	30.98	947.619995	150.649994	323.100006	930.599976	2394.439941
5/12/2017	156.100006	183.25	38.490002	31.15	961.349976	150.369995	324.809998	932.219971	2390.899902
5/15/2017	155.699997	182.389999	38.59	31.68	957.969971	151.509995	315.880005	937.080017	2402.320068
5/16/2017	155.470001	182.699997	38.189999	32.200001	966.070007	153.679993	317.01001	943	2400.669922
5/17/2017	150.25	178.779999	37.459999	31.15	944.76001	150.929993	306.109985	919.619995	2357.030029
5/18/2017	152.539993	177.399994	37.950001	30.959999	958.48999	150.779999	313.059998	930.23999	2365.719971
5/19/2017	153.059998	180.759995	38.240002	31.25	959.840027	151.979996	310.829987	934.01001	2381.72998
5/22/2017	153.990005	183.669998	38.25	31.57	970.669983	152.639999	310.350006	941.859985	2394.02002
5/23/2017	153.800003	183.490005	38.310001	31.299999	971.539978	152.029999	303.859985	948.820007	2398.419922
5/24/2017	153.339996	185.25	38.150002	31.190001	980.349976	152.509995	310.220001	954.960022	2404.389893
5/25/2017	153.869995	187.070007	38.23	31.6	993.380005	153.199997	316.829987	969.539978	2415.070068
5/26/2017	153.610001	186.589996	38.119999	31.82	995.780029	152.490005	325.140015	971.469971	2415.820068
5/30/2017	153.669998	186.880005	38.549999	31.870001	996.700012	151.729996	335.100006	975.880005	2412.909912
5/31/2017	152.759995	187.630005	38.529999	31.719999	994.619995	152.630005	341.01001	964.859985	2411.800049
6/1/2017	153.179993	187.320007	38.869999	32.259998	995.950012	152.669998	340.369995	966.950012	2430.060059
6/2/2017	155.449997	190.229996	38.869999	32.52	1006.72998	152.050003	339.850006	975.599976	2439.070068
6/5/2017	153.929993	188.949997	38.810001	32.189999	1011.340027	152.410004	347.320007	983.679993	2436.100098
6/6/2017	154.449997	186.75	38.73	32.490002	1003	152.369995	352.850006	976.570007	2429.330078
6/7/2017	155.369995	188.100006	38.759998	32.759998	1010.070007	150.979996	359.649994	980.940002	2433.139893
6/8/2017	154.990005	189.929993	38.5	32.77	1010.27002	152.100006	370	983.409973	2433.790039
6/9/2017	148.979996	190.029999	38.790001	31.98	978.309998	154.100006	357.320007	949.830017	2431.77002
6/12/2017	145.419998	190	39.07	31.59	964.909973	155.179993	359.01001	942.900024	2429.389893
6/13/2017	146.589996	191.089996	38.68	32.09	980.789978	154.25	375.950012	953.400024	2440.350098
6/14/2017	145.160004	192.380005	38.720001	32.349998	976.469971	153.809998	380.660004	950.76001	2437.919922
6/15/2017	144.289993	195.449997	38.84	32.580002	964.169983	154.220001	375.339996	942.309998	2432.459961
6/16/2017	142.270004	196.440002	38.959999	32.610001	987.710022	155.380005	371.399994	939.780029	2433.149902
6/19/2017	146.339996	199.080002	38.91	33.150002	995.169983	154.839996	369.799988	957.369995	2453.459961
